010001100110010110011111101101,17
111001110000010000000011001011,12
001000111111110100110010000010,14
111111000100001110101011111001,18
101110101010111110010010100000,15
001011010010100000000110101100,11
001000010111110000001010000001,10
000000011011000000111100010110,11
010010101100010001100010010001,11
001101100111111100000010000111,15
011010000111001010111010110100,15
101110111011100111011000001100,17
111000101001100101111111110001,18
110111100011101000001100001001,14
101101111110111100010101000011,18
101000100101010011110110100000,13
111011101000001111110001010000,15
110001001111100010101101001100,15
001110100101000101000010011001,12
101000110110000001111011111001,16
100100010010000111100011000101,12
010100011000001110110111101110,16
101011100000100111010010110110,15
000011101101001011100110011101,16
100101100111001111001011011110,18
111100010010001010101101011101,16
100001110101100000111001100111,15
010100001000101011101000000111,12
110111000101111101110011111011,21
000111111001111100011111110110,20
110101110110110010000000101101,15
101110110110000001011101101011,17
010111100101111100011001000111,17
101111011011110001110100110100,18
011110101101101111100010101010,18
110100101011111011011111101010,20
111110000100100001000001001101,12
101000000001110110000101001111,13
000011011110111011010111011001,18
001101100111010000101000101000,12
001010110001111110101010111001,17
010010111001000101011011001111,16
110101100110001111000111111101,19
110001010101000110110010100100,13
011111101101001110010100110101,18
100110010010001100111001101100,14
110101101110111111010110011110,21
110101010110111011011111110111,22
101111111010111100001100011010,18
010110011111111001000010011011,17
100000100010110010110110110001,13
100111001111101010010101001100,16
110100101100011100100000100011,13
111111100011111101011100110010,20
011100101000101011001001111110,16
011011011111111101111100011110,22
011011011000100001111000010100,13
000101000100001011110010010110,12
011101000011110000111101100010,15
101011100110100010101000000001,12
100100101000011110101000010000,11
101000000111110110110100011011,16
011101011000111111101110110001,19
111101101000000110110111100010,16
010001000011000001111010101110,13
110110100111011011111001000100,17
110011110010011110110010000110,16
001001100111010100001100000101,12
100101110000001101001100111111,16
111110101111111011011111100011,23
110010111100101010100100100101,15
111011000111010111001010100110,17
001001001010000111011111100011,15
011010001100101001000010011011,13
101010011110000000101110110110,15
101011000110100100100000110100,12
010010001100111010111001110100,15
010101011000010101111110101011,17
110011010111010010101001111100,17
010101011111001001001100111111,18
010101110000111111001000000110,14
011010000110100001001010000011,11
111111110011100000011110010110,18
010010001001101001111101101010,15
010000110100111011001111010001,15
001101011000111111010111110001,18
011001100110001011101001000101,14
000111000010011001100010010001,11
111000010100111011100011011111,18
010011010000101101000110011001,13
001010001000001010100100110101,11
011001101000101100111010000001,13
110001011010101101001101101011,17
100111000001000110011111101000,14
110101110101110000001110100011,16
111010110111100100110000011001,16
000101101100101011010100011001,14
010101001100100011010011001001,13
111010001111010111111101100011,20
000000110010100000100000110111,10
000010011011010010001101100000,11
011100110011110000010101010101,15
100011100010100100001010011011,13
001111110010010111110011000010,16
100000100100010100111100011011,13
111011000110001101011010011101,17
100100001001000001011000011111,12
100110000001110111101011001010,15
101000010000000010010111001001,10
110010101111010100011101001011,17
101100111100101000110000100101,14
101100101001000010110000001011,12
110000101000111110111001110000,15
001000100111101000011100111011,15
111111101001001001011100011000,16
110010101011000110011000110111,16
111100111001010001000001011111,16
011010010111010110001101011010,16
001111111110011101011001011000,18
111111101001101100001110010010,17
011000000000110011100100010100,10
010111001111110111100011010111,20
000000011011011101100010111110,15
111011010011010110010111111110,20
000111110110110010011111011000,17
111010000011111010110111111100,19
001010100011010100000001011010,11
010000101100101111011011110111,18
001010111101100001100001101100,14
110001111100010001000101101111,16
011111100000100110101101000110,15
100101100001010011111000010111,15
100111000111101011000111100111,18
010000000100111110010011101000,12
100101110011001111100010110010,16
010101000110010110000011000101,12
110000001110101111110101010001,16
010010111111110011100011110110,19
001001100100100001011100001011,12
010100011111101001101110010101,17
010000000100110011011101001111,14
001111000000000001111100101111,14
000011101000111110001000111000,13
110100100001101111010001101011,16
101110101111111000011110011001,19
010011000011110011111111111011,20
100101111000010100110001001001,13
111101111100100001100011011001,17
101000000100010111101010011100,13
010010100110010001100111010110,14
110101001100100111011101000101,16
011100100001111010010110100110,15
100100010011011101001100100010,13
101101110000100101111111010000,16
110010110001101011111011110100,18
000011000011110010000111110110,14
011111110011001100010110101100,17
010100111100100000010110111001,14
101101110000000101101101011101,16
011110111111010110011001101000,18
100100010110010110001100100110,13
111000001010011000011010010100,12
110000000010110101001011011000,12
001100110111110010000011110000,14
010100001110101001100000111101,14
100101101001110001111110011010,17
011011011000010010010110101010,14
000001110101000110101010110100,13
000110110001001110110101100011,15
111111001001010000110000001111,15
011111111101010111100011000011,19
001111111000110100110110100010,16
011010011001011010010000110110,14
101110001100110111001111100001,17
000001010000010011010111100000,10
011110100110111000110101101100,17
000110000110101100010100001110,12
011110010101001111110001111101,19
001001100100011101100100101000,12
110010010111010000010100011100,13
110110010000100110011011000010,13
000010101011110111000110101010,15
100101101000111010011001110100,15
101100001000000111001100110101,13
001111000111001101111110100011,18
101110100000110101010011100001,14
010001011001010110101010011101,15
101110001111010101001011010001,16
010001111001011111011100111100,18
100101011000010011001111001010,14
001001111111101110010110011000,17
110010000101000100011000101101,12
011111110110100010110011111000,18
001100100111011010110111000101,16
100000001010100001110111101101,14
001011111011000000010001110100,13
011010011111011110100011000101,17
001000101010011000001001001010,10
111001111101101000000101100110,16
000110110011001111110010101111,18
011111010110000001001101100010,14
101111111011011101101000110110,20
000101100100111101011110111100,17
101100001100010000010100100100,10
000001111000001100111100011000,12
001000011101111100001011001011,15
001110011000101010010100111101,15
011000010011100000001011100001,11
100111110110111011011001011000,18
001011111011111110100111010110,20
000110100101100100111000101011,14
111110010110001000011001011101,16
100111000111010001100011010000,13
011010010111100101100001011111,17
001110001101010010100101000101,13
011100001111000110110010001101,15
010101010110101011111000111000,16
011010101000001010010100010100,11
111010000110111011001010111001,17
100011010111010111101100110100,17
001001000010000000011110011101,11
000101100110111101111011010011,18
101011101110000011111010011100,17
110111110100101000111010111001,18
011100111100001010011110000111,16
101010001000110110011001010011,14
111010010101011011101111011001,19
101000101111011100011010101011,17
111010011000000010111000101000,12
111100000101111110000010010000,13
010010100000101110101101111110,16
000111010001110001111101010110,16
100011001001010010111011110100,15
011100110110001000001101011100,14
010001110011011001001010110001,14
100100100101001011011100110000,13
000001111000010111110110010011,15
101001010101111011001111110101,19
011110110101010011110010100010,16
010000101111001000110010011100,13
010100110101101010101000011001,14
011100111111110111101011001110,21
100001101011001111001111110001,17
111110000110111000011100001001,15
010101101100101000001000101100,12
100000101100010000001011111001,12
001100101110000011000010110110,13
100011101111100001101000000110,14
100010001000000100111001000100,9
101100110000101100000110111111,16
010001010111001010010011110010,14
101111101110110011001111001010,19
101010100101111100111000000100,14
000011100011110011010110100001,14
100011111100101000101010011100,15
001111000010110010111010011110,16
110101101101100101011010100000,15
101000000111001010111110111000,15
101011100101010111100101100101,17
101111110111101100100101101101,20
000101001011100001011110000110,13
010101010111101000010001001100,13
110110010111100100000011011101,16
011001111011100011110110101110,19
010011011011111000010011001101,16
101111010011111000010101011000,16
101010100001010010101110110000,13
000011101011011011011111011001,18
010101000000111000011111001010,13
100111011110100011011100111111,20
101111001000100100000010001101,12
111011011100110111011010001011,19
100000101111000011010010001101,13
110000110010110000010000001011,11
100101000001010111100100000100,11
101010111000010111111011011010,18
110000110010000110110001010010,12
011100101101000100011101111011,17
001000000111111101101000000100,12
000000111011110011011110100110,16
100111000001111011111101010110,18
110110001010100000001010110110,13
010111111100000110100101010000,14
000000110101001001000000001110,9
000101111100000110111001010000,13
001101011110000111101000010101,15
100111110010000111111100000000,14
110101001111110010111000000111,17
010011101000110101010111010111,17
110001110101111001011111010110,19
001111111011110100110010100111,19
100011010000100000010010100110,10
101011100001100110001110110011,16
011111110011000011111001010101,18
010010000011000100000110000100,8
001100010100001100110000110001,11
010111000011000000001000010110,10
100000100100101101010000110111,13
011111111001100101011111111010,21
101011001100001000101100000001,11
001100001000011010011010010111,13
011001000100001110011100011101,14
110110111001001010100100011100,15
001000010010100010010000101111,11
001000111011000101110101001010,14
100110011101000011010110001100,14
000010100001110011010001100001,11
010000000100011000101011000100,9
101110001000111010101000111010,15
101000001011010100011001110110,14
001010001110010101101100000000,11
000111100110111111011000010011,17
011111010001111101011101100011,19
110100101111111101110110101100,20
101001100001001010010011000110,12
111000110111000100101001100110,15
000010101000000110101100000000,8
011000000010001000101100100111,11
110111000011000110101000001111,15
000101110000100101000111110000,12
101110001110001010101100101000,14
100111101010011101001100111001,17
011010010110101101111001010000,15
010010110101101100010011000001,13
100011011101001111101010100011,17
011111011101010101000000010010,14
100111011100010111001011111111,20
100100101101110011000000000111,13
101110010100011010111011111110,19
011010010111101011000111001011,17
101100010001110000000101010101,12
100110101001011111010001100101,16
011100100001110010110111110111,18
101011100100110001111111001111,19
100101110110100001011111000100,15
000111101110001011100011100010,15
110001101001000101111000101010,14
101100011010101010001010001101,14
001110000011000111000010000111,12
101111000010010101010111001100,15
111010100011001011011100001010,15
100101001010110111101101111011,19
000010111100001100011011101110,15
001111010110110010000000101000,12
000100111110011000100000111010,13
100110110010110001010101010010,14
000000001010011100110010101000,10
001100101110001111111000010001,15
011111110110010011110101110111,21
011101011111101111010011101110,21
001111000111011001111011000011,17
010100110111110010010010011100,15
001110110111111111101100100100,19
001101000001011001110010101110,14
011000000010100110000100111001,11
000001011010101110101101101101,16
011101000111000001111001010011,15
101101101000000101100001101010,13
001011100110000110010100011101,14
001000111011100010101001000000,11
000000101001100101011010111101,14
000111110011101000001011100011,15
110000010110000001001101010101,12
101011001010110110101100000110,15
011111110111001100110111010000,18
011100000101100111111011100000,15
001011100001101101011100101010,15
001011000110001101100110110011,15
101000101101100110100111100010,15
101011111001011010000110011000,15
000100011011010110101000101000,12
111010110010111010001011110000,16
110110011010111111000010010111,18
011001101110111011100111010111,20
010010000001010000111001010101,11
001111000010101010100100110111,15
110010001010010001111010110000,13
001101011011001111001110011100,17
101011001111101101101000010100,16
110000011111110111101101000010,17
111001111001101110101001110010,18
101010000010010010001101000110,11
100000001101110011001100111100,14
111100111000000111111011110111,20
010010001000001011110101101001,13
110010111100100111010100000011,15
011001011101011101011100010100,16
011100000101001000000101100101,11
101001111001010010010110010010,14
001011100111111110110111011011,21
111010110010101101011111111111,22
011100000001101011001000011010,12
101000111000110000101011011011,15
000011110011001111000011001111,16
001101000000011110110101010000,12
000001110011010010001111011000,13
111100100011010111110001100011,17
110000000110110000101000001000,9
111100100110101110100101000100,15
101010101101011011111100101101,19
101111011100100101100111101101,19
001110011011101001001011110010,16
110001111000010000101010111001,14
011001001111010111111101101011,20
010001110011101101000111001011,16
010010001100100000110101111000,12
101111100111100101110011110011,20
001100010001001001010010111010,12
010111110110110101100011100010,17
100010101100011001000101001011,13
011010100100111001000010010001,12
101000101110110000000101110101,14
000011110101001001110111101001,16
100100111101111011100011111001,19
001111011011010001000001011010,14
010001001101010001001010011111,14
000110101101101010110111000010,15
101001010100100100010111111111,17
011110011101101000101011101000,16
101000111000100000111101100011,14
000101111001111110011000111001,17
010000000010110011111110101010,14
001101011001001011001101101110,16
100001011110110100110101100001,15
011101011001010000100110111000,14
011100110010100111011100010011,16
000010101000110111110111111010,17
111000111110110001000110000000,13
110100010110010110110110001111,17
001011100100110010111011101100,16
011110100100101010100010001010,13
000111101001011101010011101101,17
100101001111000000010101100111,14
110101101001101010011000101000,14
011111101100100010100000010111,15
000000011101111101000001100111,14
100110000000101000011011010001,11
101111110010100111100001101110,18
011011101101000101011100010100,15
000010000011110111010001011011,14
111001101001110100000101110001,15
011001101101100100100110110010,15
000110011100001101110101011010,15
110001101000101111010001110001,15
110100000000100110010101010010,11
110110110011010100111000101101,17
101101010011000110010011010010,14
111001101100110011101000111010,17
101000001100010000011010010110,11
100001010000000001000111011111,12
